==========================================
REBUTTAL EXPERIMENTS — Wed Jun 10 22:06:17 EDT 2026
==========================================

[1/4] NER held-out task (6 models × 7 levels × 20 examples)
Started: Wed Jun 10 22:06:17 EDT 2026
Judge model: gpt-4o-mini
Models:    ['llama-3.1-8b', 'llama-3.3-70b', 'qwen3-32b', 'claude-haiku', 'gemini-flash']
Tasks:     ['ner']
Levels:    7 per task
Evaluator: llm_judge
Total:     700 experiments

Resuming: 700 experiments already done
[llama-3.1-8b | ner | level 1 | ex 1] SKIP
[llama-3.3-70b | product_extraction | level 3 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99872, Requested 628. Please try again in 7m12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 3 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99869, Requested 629. Please try again in 7m10.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 3 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99866, Requested 621. Please try again in 7m0.768s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99863, Requested 236. Please try again in 1m25.536s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99860, Requested 243. Please try again in 1m28.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99857, Requested 239. Please try again in 1m22.944s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99854, Requested 233. Please try again in 1m15.168s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99851, Requested 644. Please try again in 7m7.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99848, Requested 646. Please try again in 7m6.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99845, Requested 653. Please try again in 7m10.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99842, Requested 648. Please try again in 7m3.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99839, Requested 646. Please try again in 6m59.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99836, Requested 648. Please try again in 6m58.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99833, Requested 253. Please try again in 1m14.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99830, Requested 669. Please try again in 7m11.135999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99827, Requested 657. Please try again in 6m58.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99824, Requested 664. Please try again in 7m1.632s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99821, Requested 660. Please try again in 6m55.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99818, Requested 679. Please try again in 7m9.407999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99815, Requested 663. Please try again in 6m52.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99812, Requested 668. Please try again in 6m54.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99809, Requested 669. Please try again in 6m52.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 4 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99750, Requested 661. Please try again in 5m55.104s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99747, Requested 666. Please try again in 5m56.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99744, Requested 673. Please try again in 6m0.288s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99741, Requested 669. Please try again in 5m54.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99738, Requested 663. Please try again in 5m46.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 5] quality=0.850 tokens=150
[llama-3.3-70b | product_extraction | level 5 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99929, Requested 252. Please try again in 2m36.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99926, Requested 259. Please try again in 2m39.84s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99923, Requested 254. Please try again in 2m32.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99920, Requested 252. Please try again in 2m28.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99917, Requested 666. Please try again in 8m23.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99914, Requested 683. Please try again in 8m35.808s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99911, Requested 687. Please try again in 8m36.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99908, Requested 675. Please try again in 8m23.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99905, Requested 682. Please try again in 8m27.168s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99902, Requested 678. Please try again in 8m21.119999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99899, Requested 285. Please try again in 2m38.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99896, Requested 681. Please try again in 8m18.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99893, Requested 686. Please try again in 8m20.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99890, Requested 687. Please try again in 8m18.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 5 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 679. Please try again in 8m9.024s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99884, Requested 326. Please try again in 3m1.44s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99881, Requested 745. Please try again in 9m0.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99878, Requested 741. Please try again in 8m54.816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99875, Requested 735. Please try again in 8m47.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99872, Requested 734. Please try again in 8m43.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99869, Requested 736. Please try again in 8m42.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99866, Requested 743. Please try again in 8m46.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99863, Requested 738. Please try again in 8m39.264s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99860, Requested 324. Please try again in 2m38.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99857, Requested 738. Please try again in 8m34.08s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99854, Requested 343. Please try again in 2m50.208s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99851, Requested 759. Please try again in 8m47.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99848, Requested 747. Please try again in 8m34.08s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99845, Requested 754. Please try again in 8m37.535999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99842, Requested 750. Please try again in 8m31.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99839, Requested 769. Please try again in 8m45.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99836, Requested 753. Please try again in 8m28.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99833, Requested 758. Please try again in 8m30.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99830, Requested 759. Please try again in 8m28.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | product_extraction | level 6 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99827, Requested 751. Please try again in 8m19.392s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
